"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-8941858","Regulation of RUNX3 expression and activity","29/2457","55/11146",0.527272727272727,2.39193399193399,5.50265581290313,6.06070204958561e-07,2.80753109649922e-05,2.05463428615983e-05,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/RUNX3/SMURF1/TGFB1/UBA52/UBB/UBC",29
"R-HSA-9759194","Nuclear events mediated by NFE2L2","43/2457","97/11146",0.443298969072165,2.0109932068695,5.31777960230091,7.72100651029584e-07,3.44977187719791e-05,2.52464508306213e-05,"ATF4/BACH1/BTRC/CUL1/G6PD/GCLM/GSR/IDH1/MYC/NFE2L2/NFKB1/NQO1/PDGFA/PGD/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SQSTM1/TKT/TXN/UBA52/UBB/UBC",43
"R-HSA-9678108","SARS-CoV-1 Infection","57/2457","142/11146",0.401408450704225,1.82095994772051,5.23538430884626,7.92166388074705e-07,3.44977187719791e-05,2.52464508306213e-05,"CHMP2A/CHMP2B/CHMP4B/CHMP4C/CHMP6/EEF1A1/FAU/FKBP1A/GANAB/GSK3A/IFIH1/IRAK2/KPNA2/MAP1LC3B/MAVS/NFKB1/NFKBIA/NLRP3/NMI/PARP14/PARP4/PARP8/PARP9/PIK3C3/PPIA/PPIB/PRKCSH/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/RUNX1/SMAD3/SMAD4/ST3GAL3/ST6GAL1/SUMO1/TRAF6/TRIM25/UBA52/UBB/UBC/UBE2I/VHL/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/ZCRB1",57
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","48/2457","113/11146",0.424778761061947,1.9269776437918,5.26646726351661,8.41241318680479e-07,3.44977187719791e-05,2.52464508306213e-05,"DDOST/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPN1/RPN2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/SEC11A/SEC61B/SEC61G/SPCS3/SRP14/SRP72/SRPRA/SSR4/UBA52",48
"R-HSA-5632684","Hedgehog 'on' state","39/2457","85/11146",0.458823529411765,2.08141923436041,5.32186768253349,8.57694053531392e-07,3.44977187719791e-05,2.52464508306213e-05,"ARRB2/CSNK1A1/EVC/EVC2/GAS8/GPR161/KIF3A/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTCH1/RPS27A/SMO/SMURF1/SPOP/SUFU/UBA52/UBB/UBC/ULK3",39
"R-HSA-9755511","KEAP1-NFE2L2 pathway","52/2457","126/11146",0.412698412698413,1.87217603090619,5.23547799517124,8.7618613142199e-07,3.44977187719791e-05,2.52464508306213e-05,"AKT3/AMER1/ATF4/BACH1/BRCA1/BTRC/CSNK2B/CUL1/DPP3/G6PD/GCLM/GSR/IDH1/MAP1LC3B/MUL1/MYC/NFE2L2/NFKB1/NPLOC4/NQO1/PDGFA/PGD/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SESN2/SQSTM1/TKT/TXN/UBA52/UBB/UBC",52
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","59/2457","149/11146",0.395973154362416,1.79630312516219,5.20345925077075,8.76286169437234e-07,3.44977187719791e-05,2.52464508306213e-05,"ADAR/EIF2AK2/EIF4A2/EIF4A3/EIF4G2/EIF4G3/FAAP24/FANCF/FANCM/FLNA/HERC5/HSPA1B/HSPA1L/HSPA2/IFIT1/IKBKB/ILF2/ISG15/KPNA2/KPNA3/MAP2K6/MAVS/MX1/MX2/NEDD4/NUP35/NUP43/NUP93/OAS3/OASL/PDE12/PIN1/POM121/PPP2CA/PPP2R1A/PPP2R5A/PRKRA/RAE1/RNASEL/RPS27A/SEC13/SPHK1/STAT1/STAT3/SUMO1/TARBP2/TRIM25/TUBB1/TUBB2A/TUBB4B/TUBB6/UBA52/UBB/UBC/UBE2E1/UBE2I/UBE2L6/UBE2N/USP18",59
"R-HSA-169911","Regulation of Apoptosis","28/2457","53/11146",0.528301886792453,2.39660269848949,5.41931033164127,8.98035853746758e-07,3.44977187719791e-05,2.52464508306213e-05,"OMA1/OPA1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",28
"R-HSA-5362768","Hh mutants are degraded by ERAD","29/2457","56/11146",0.517857142857143,2.34922088493517,5.38231376479754,9.93617938131393e-07,3.72606726799272e-05,2.72684622118766e-05,"DERL2/OS9/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SEL1L/UBA52/UBB/UBC",29
"R-HSA-5387390","Hh mutants abrogate ligand secretion","30/2457","59/11146",0.508474576271186,2.30665756089485,5.35104353000312,1.07665873558866e-06,3.85394888307304e-05,2.82043376906598e-05,"DERL2/HHAT/OS9/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SEL1L/UBA52/UBB/UBC",30
"R-HSA-5676590","NIK-->noncanonical NF-kB signaling","30/2457","59/11146",0.508474576271186,2.30665756089485,5.35104353000312,1.07665873558866e-06,3.85394888307304e-05,2.82043376906598e-05,"BTRC/CUL1/NFKB2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RELB/RPS27A/UBA52/UBB/UBC",30
"R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","54/2457","134/11146",0.402985074626866,1.82811218632114,5.12821458527994,1.32690672908783e-06,4.56765545866687e-05,3.34274534819731e-05,"BTRC/CALM1/CDC34/CUL1/GRB2/IKBKB/ITPR1/ITPR3/KRAS/NFATC2/NFKB1/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3R1/PPP3CB/PPP3R1/PRKCQ/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RASGRP4/RPS27A/SOS1/TAB1/TRAF6/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2N/VAV1",54
"R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","21/2457","35/11146",0.6,2.72185592185592,5.4251527794227,1.33404540380112e-06,4.56765545866687e-05,3.34274534819731e-05,"AMFR/CALR/DERL1/DERL2/EDEM3/ENGASE/GANAB/MLEC/NGLY1/OS9/PDIA3/PRKCSH/PSMC1/RAD23B/RNF139/RNF185/RPS27A/SEL1L/UBA52/UBB/UBC",21
"R-HSA-9604323","Negative regulation of NOTCH4 signaling","28/2457","54/11146",0.518518518518518,2.35222116703598,5.29660267332371,1.47476949409917e-06,4.94204670894933e-05,3.61673593737645e-05,"CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/YWHAZ",28
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling","30/2457","60/11146",0.5,2.26821326821327,5.23767077719809,1.70190974998522e-06,5.40204615838517e-05,3.95337713846734e-05,"BTRC/CUL1/NFKB2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RELB/RPS27A/UBA52/UBB/UBC",30
"R-HSA-5610780","Degradation of GLI1 by the proteasome","30/2457","60/11146",0.5,2.26821326821327,5.23767077719809,1.70190974998522e-06,5.40204615838517e-05,3.95337713846734e-05,"BTRC/CUL1/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SUFU/UBA52/UBB/UBC",30
"R-HSA-1236974","ER-Phagosome pathway","40/2457","90/11146",0.444444444444444,2.01618957174513,5.14700617823756,1.71493528837625e-06,5.40204615838517e-05,3.95337713846734e-05,"B2M/CALR/HLA-A/HLA-B/HLA-G/IKBKB/MYD88/PDIA3/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SEC61B/SEC61G/STX4/TAP1/TAP2/TAPBP/UBA52/UBB/UBC",40
"R-HSA-180534","Vpu mediated degradation of CD4","27/2457","52/11146",0.519230769230769,2.35545224006762,5.20954179608419,2.18959857665348e-06,6.63195722736391e-05,4.8534624320558e-05,"BTRC/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","27/2457","52/11146",0.519230769230769,2.35545224006762,5.20954179608419,2.18959857665348e-06,6.63195722736391e-05,4.8534624320558e-05,"ATM/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","28/2457","55/11146",0.509090909090909,2.30945350945351,5.17659027459289,2.37564283098569e-06,6.92895825704161e-05,5.07081656906303e-05,"BTRC/CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",28
"R-HSA-4641257","Degradation of AXIN","28/2457","55/11146",0.509090909090909,2.30945350945351,5.17659027459289,2.37564283098569e-06,6.92895825704161e-05,5.07081656906303e-05,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF146/RPS27A/TNKS/UBA52/UBB/UBC",28
"R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","34/2457","73/11146",0.465753424657534,2.11285619504798,5.07254074195293,2.80871564501158e-06,8.04314025616954e-05,5.88620790677069e-05,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",34
"R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation","26/2457","50/11146",0.52,2.3589417989418,5.12106574306979,3.25202503563949e-06,9.14632041273606e-05,6.69354777072414e-05,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",26
"R-HSA-5687128","MAPK6/MAPK4 signaling","39/2457","89/11146",0.438202247191011,1.98787230247904,4.97547872571398,3.52850057530786e-06,9.7498042212454e-05,7.1351950691821e-05,"AGO3/CDC42/CDC42EP3/DNAJB1/ETV4/MAPK6/MOV10/MYC/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RAG1/RPS27A/TNRC6B/TNRC6C/UBA52/UBB/UBC",39
"R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency","43/2457","102/11146",0.42156862745098,1.91241510849354,4.92251525827634,3.92532754670974e-06,0.000104957693543075,7.68111441468121e-05,"ATF3/ATF4/CEBPB/CEBPG/DDIT3/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/TRIB3/UBA52",43
"R-HSA-351202","Metabolism of polyamines","29/2457","59/11146",0.491525423728814,2.22976897553169,5.0361682485584,3.93174852002632e-06,0.000104957693543075,7.68111441468121e-05,"AGMAT/NQO1/OAZ2/ODC1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/SAT1/SMS/SRM",29
"R-HSA-5358346","Hedgehog ligand biogenesis","31/2457","65/11146",0.476923076923077,2.16352650198804,5.00266240915358,4.12881956740261e-06,0.000108381513644319,7.93167969527343e-05,"DERL2/GPC5/HHAT/OS9/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SEL1L/UBA52/UBB/UBC",31
"R-HSA-180585","Vif-mediated degradation of APOBEC3G","27/2457","54/11146",0.5,2.26821326821327,4.96754669318399,5.58690408370639e-06,0.000144252031669468,0.000105567902875901,"ELOC/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-5619084","ABC transporter disorders","35/2457","78/11146",0.448717948717949,2.03557600993498,4.88036634083995,5.77458773389944e-06,0.000146652781734228,0.000107324842772919,"ABCA1/ABCA3/ABCC6/DERL1/DERL2/ERLIN1/OS9/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF185/RPS27A/SEL1L/UBA52/UBB/UBC",35
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","34/2457","75/11146",0.453333333333333,2.05651336318003,4.88168685000531,5.93162222785081e-06,0.000146652781734228,0.000107324842772919,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",34
"R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","33/2457","72/11146",0.458333333333333,2.07919549586216,4.88508166999806,6.05233702395227e-06,0.000146652781734228,0.000107324842772919,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",33
"R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","33/2457","72/11146",0.458333333333333,2.07919549586216,4.88508166999806,6.05233702395227e-06,0.000146652781734228,0.000107324842772919,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",33
"R-HSA-5357801","Programmed Cell Death","75/2457","213/11146",0.352112676056338,1.59733328747413,4.68052491048386,6.35803416801132e-06,0.000151456708161279,0.000110840498203242,"AKT3/APAF1/BAX/BIRC3/BMF/C1QBP/CARD8/CDC37/CDH1/CHMP2A/CHMP2B/CHMP4B/CHMP4C/CHMP6/CTNNB1/CYCS/DAPK1/DAPK2/DFFB/FAS/FLOT1/HSP90AA1/IRF1/IRF2/LMNA/OCLN/OGT/OMA1/OPA1/PDCD6IP/PELI1/PMAIP1/PPP3R1/PRKCQ/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SDCBP/STAT3/STK24/STK26/TICAM1/TNFRSF10B/TNFSF10/TP53BP2/UACA/UBA52/UBB/UBC/VIM/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",75
"R-HSA-202403","TCR signaling","48/2457","120/11146",0.4,1.81457061457061,4.77054595679778,6.44292028368615e-06,0.000151456708161279,0.000110840498203242,"BTRC/CD3E/CDC34/CUL1/ENAH/HLA-DRB5/IKBKB/INPP5D/NFKB1/NFKBIA/PIK3CA/PIK3CB/PIK3R1/PRKCQ/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RIPK2/RPS27A/TRAF6/TRAT1/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2N/VASP/ZAP70",48
"R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","26/2457","52/11146",0.5,2.26821326821327,4.87424774684494,8.31041170980593e-06,0.000183294817893146,0.000134140568483204,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",26
"R-HSA-69610","p53-Independent DNA Damage Response","26/2457","52/11146",0.5,2.26821326821327,4.87424774684494,8.31041170980593e-06,0.000183294817893146,0.000134140568483204,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",26
"R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","26/2457","52/11146",0.5,2.26821326821327,4.87424774684494,8.31041170980593e-06,0.000183294817893146,0.000134140568483204,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",26
"R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","26/2457","52/11146",0.5,2.26821326821327,4.87424774684494,8.31041170980593e-06,0.000183294817893146,0.000134140568483204,"PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",26
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","34/2457","76/11146",0.447368421052632,2.0294539768224,4.78847955387569,8.48014679696341e-06,0.000183294817893146,0.000134140568483204,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",34
"R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","27/2457","55/11146",0.490909090909091,2.22697302697303,4.85052473628264,8.68347743454423e-06,0.000183294817893146,0.000134140568483204,"CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-9824272","Somitogenesis","27/2457","55/11146",0.490909090909091,2.22697302697303,4.85052473628264,8.68347743454423e-06,0.000183294817893146,0.000134140568483204,"CTNNB1/DLL1/EPHA4/LFNG/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/TBX6",27
"R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","33/2457","73/11146",0.452054794520548,2.05071336578186,4.78928578531497,8.72832466157837e-06,0.000183294817893146,0.000134140568483204,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",33
"R-HSA-1257604","PIP3 activates AKT signaling","91/2457","273/11146",0.333333333333333,1.51214217880885,4.55569761807983,9.23359470047364e-06,0.000191354100700605,0.000140038589986408,"AGO3/AKT3/CBX4/CDKN1B/CHD4/CREB1/CSNK2B/ERBB2/FGFR1/FLT3/FRS2/GAB1/GATAD2A/GRB2/GSK3A/HBEGF/HDAC1/HDAC3/IER3/IL1RAP/IL1RL1/INSR/IRAK1/IRAK4/MAF1/MOV10/MTA1/MTA2/MYD88/NEDD4/NRG4/PDGFA/PHC1/PHC3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP4K2B/PIP5K1B/PPP2CA/PPP2R1A/PPP2R5A/PPP2R5C/PREX2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RHOG/RING1/RNF146/RPS27A/RPS6KB2/RRAGB/SALL4/SGK1/SLC38A9/SNAI1/TNKS/TNRC6B/TNRC6C/TRAF6/TRAT1/TRIB3/TRIM27/UBA52/UBB/UBC/USP13/VAV1",91
"R-HSA-193639","p75NTR signals via NF-kB","12/2457","16/11146",0.75,3.4023199023199,5.11329635846053,9.50248026972323e-06,0.000193031246414378,0.000141265974819545,"IKBKB/IRAK1/MYD88/NFKB1/NFKBIA/RIPK2/RPS27A/SQSTM1/TRAF6/UBA52/UBB/UBC",12
"R-HSA-1236975","Antigen processing-Cross presentation","43/2457","105/11146",0.40952380952381,1.8577746768223,4.69592748105262,9.55964267956919e-06,0.000193031246414378,0.000141265974819545,"B2M/CALR/CYBA/HLA-A/HLA-B/HLA-G/IKBKB/LNPEP/MRC2/MYD88/PDIA3/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SEC61B/SEC61G/STX4/TAP1/TAP2/TAPBP/UBA52/UBB/UBC",43
"R-HSA-72689","Formation of a pool of free 40S subunits","42/2457","102/11146",0.411764705882353,1.86794033852857,4.68257213181678,1.02892841157723e-05,0.000205134461801789,0.000150123465779755,"EIF3C/EIF3D/EIF3I/EIF3K/EIF3M/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",42
