"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9020702","Interleukin-1 signaling","58/2457","115/11146",0.504347826086956,2.2879368618499,7.3823353092599,1.77423891904353e-11,2.79442629749356e-08,2.04504380668702e-08,"ALPK1/BTRC/CUL1/IKBKB/IL1RAP/IL1RN/IRAK1/IRAK2/IRAK3/IRAK4/LRRC14/MAP2K6/MAP3K8/MYD88/N4BP1/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/PELI1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RIPK2/RPS27A/SQSTM1/TAB1/TIFA/TNIP2/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N/USP18",58
"R-HSA-3858494","Beta-catenin independent WNT signaling","65/2457","146/11146",0.445205479452055,2.0196419511488,6.59455503012481,1.00685170417082e-09,7.92895717034518e-07,5.80264534772128e-07,"AGO3/AP2A1/ARRB2/CALM1/CLTA/CLTB/CTNNB1/DAAM1/DVL2/FZD1/FZD3/FZD4/FZD8/GNB1/GNB4/GNG11/GNG5/GNG7/ITPR1/ITPR3/KRAS/MOV10/PDE6G/PFN1/PLCB2/PLCB3/PPP3CB/PPP3R1/PRKCA/PRKCG/PRKG2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RHOA/ROR2/RPS27A/SMURF1/TCF7/TNRC6B/TNRC6C/UBA52/UBB/UBC/VANGL2",65
"R-HSA-449147","Signaling by Interleukins","159/2457","473/11146",0.33615221987315,1.52492985051125,6.20363591550356,2.24131705051705e-09,1.17669145152145e-06,8.61137603619709e-07,"ALPK1/ANXA1/ARF1/BCL6/BRWD1/BTRC/CA1/CCL3/CCL5/CDC42/CFL1/CLCF1/CNN2/CNTF/CREB1/CRKL/CSF1/CUL1/CXCL1/CXCL2/CXCL8/DUSP4/F13A1/FSCN1/GRB2/HIF1A/HNRNPDL/HSP90AA1/HSP90B1/HSPA9/ICAM1/IKBKB/IL10RA/IL10RB/IL11RA/IL12RB1/IL15RA/IL16/IL17RC/IL17RE/IL1RAP/IL1RL1/IL1RN/IL21R/IL23A/IL27RA/IL2RA/IL2RG/IL4R/IL6R/INPP5D/IRAK1/IRAK2/IRAK3/IRAK4/ITGAM/ITGAX/ITGB2/JAK2/JAK3/JUNB/LCP1/LGALS9/LIF/LRRC14/MAP2K3/MAP2K6/MAP3K8/MAPKAPK2/MAPKAPK3/MIF/MMP2/MSN/MTAP/MUC1/MYC/MYD88/N4BP1/NDN/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/OSM/PELI1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIM1/POU2F1/PPIA/PPP2CA/PPP2R1A/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTGS2/PTPN14/PTPN4/PTPN6/RAG1/RALA/RAPGEF1/RIPK2/RORA/RPS27A/S1PR1/SMAD3/SOCS3/SOS1/SOS2/SQSTM1/STAT1/STAT3/STX1A/STX4/STXBP2/TAB1/TCP1/TGFB1/TIFA/TIMP1/TNF/TNIP2/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N/USP18/VAV1/VEGFA/VIM/YWHAZ",159
"R-HSA-9711123","Cellular response to chemical stress","84/2457","211/11146",0.398104265402844,1.80597075383805,6.28505138760687,3.32883561001264e-09,1.31072902144248e-06,9.59230261306273e-07,"AKT3/AMER1/ATF4/ATP7A/BACH1/BRCA1/BTRC/CAT/CHD9/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CSNK2B/CUL1/CYBA/CYCS/DPP3/ERO1A/G6PD/GCLM/GPX1/GPX7/GSR/GSTP1/HDAC3/IDH1/MAP1LC3B/MUL1/MYC/NCOA1/NCOA2/NCOA6/NDUFA4/NFE2L2/NFKB1/NLRP3/NPLOC4/NQO1/PDGFA/PGD/PPARA/PRDX6/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SESN2/SIN3B/SMARCD3/SQSTM1/STAT3/TBL1X/TBL1XR1/TKT/TXN/TXN2/TXNRD2/UBA52/UBB/UBC",84
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","42/2457","83/11146",0.506024096385542,2.29554113891463,6.29957882122328,9.51978442972255e-09,2.9987320953626e-06,2.19456083169394e-06,"BTRC/CALM1/CUL1/FKBP1A/IKBKB/KRAS/NFATC2/NFKB1/NFKBIA/NFKBIB/NFKBIE/NRAS/PPIA/PPP3CB/PPP3R1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/REL/RPS27A/UBA52/UBB/UBC",42
"R-HSA-446652","Interleukin-1 family signaling","64/2457","153/11146",0.418300653594771,1.89759018517188,5.94461061357743,2.69031232750841e-08,5.97403095887237e-06,4.37197253130509e-06,"ALPK1/BTRC/CUL1/IKBKB/IL1RAP/IL1RL1/IL1RN/IRAK1/IRAK2/IRAK3/IRAK4/LRRC14/MAP2K6/MAP3K8/MYD88/N4BP1/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/PELI1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTPN14/PTPN4/PTPN6/RIPK2/RPS27A/SMAD3/SQSTM1/STAT3/TAB1/TIFA/TNIP2/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N/USP18",64
"R-HSA-909733","Interferon alpha/beta signaling","39/2457","77/11146",0.506493506493506,2.29767058338487,6.07593815565582,3.09763437786259e-08,5.97403095887237e-06,4.37197253130509e-06,"ADAR/EIF2AK2/GBP2/HLA-A/HLA-B/HLA-G/IFI35/IFI6/IFIT1/IFIT2/IFIT3/IFIT5/IFITM1/IFITM2/IFNAR1/IFNAR2/IP6K2/IRF1/IRF2/IRF5/IRF7/IRF9/ISG15/ISG20/MX1/MX2/OAS3/OASL/PTPN1/PTPN6/RNASEL/RPS27A/SAMHD1/SOCS3/STAT1/UBA52/UBB/UBC/USP18",39
"R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","35/2457","66/11146",0.53030303030303,2.40568073901407,6.09040954856863,3.47595315391315e-08,5.97403095887237e-06,4.37197253130509e-06,"CUL2/EGLN3/ELOC/HIF1A/LIMD1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/VHL",35
"R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","152/2457","464/11146",0.327586206896552,1.48607076193283,5.68708759807034,3.5501248879829e-08,5.97403095887237e-06,4.37197253130509e-06,"ACTB/ACTG1/AGGF1/AGO3/AKAP9/AKT3/AMER1/APBB1IP/APH1A/ARRB2/BAG4/BCL11A/BCL2A1/CALM1/CDC37/CDKN1B/CEBPB/CNKSR1/CNTRL/CPSF6/CREB1/CSNK1A1/CTNNB1/CUL1/DERL2/DLL1/DUSP10/DUSP8/EML4/ERBB2/ETV6/FAM114A2/FGFR1/FKBP1A/FLT3/FRS2/FXR1/FZD4/FZD8/GAB1/GCC2/GRB2/GSK3A/GTF2F2/HBEGF/HDAC1/HDAC3/HDAC8/HEYL/HHAT/HSP90AA1/IL10RA/IQGAP1/JAK2/JUNB/KANK1/KDM7A/KIF5B/KRAS/KSR1/LMNA/LMO7/LRP5/MAML3/MAP2K2/MIB1/MOV10/MSN/MYC/MYH9/MYO18A/NCBP2/NEURL1B/NF1/NRAS/NRG4/OS9/PDGFA/PEBP1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIM1/POLR2C/POLR2E/POLR2L/PPFIBP1/PPP1CC/PPP2CA/PPP2R1A/PPP2R5A/PPP2R5C/PRF1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTPN6/RAC1/RAP1A/RHOG/RPS27A/RPS6KB2/SEL1L/SMAD2/SMAD3/SMAD4/SOS1/SPRED3/SQSTM1/STAT1/STAT3/TBL1X/TBL1XR1/TFG/TGFB1/TNKS/TNRC6C/TPM3/TPM4/TRAT1/TRIP11/UBA52/UBB/UBC/VAV1/VWF/WDCP/WDR48/ZAP70/ZC3HAV1/ZFYVE9",152
"R-HSA-4086400","PCP/CE pathway","44/2457","92/11146",0.478260869565217,2.16959530003008,5.99000953917065,3.79303552944278e-08,5.97403095887237e-06,4.37197253130509e-06,"AP2A1/ARRB2/CLTA/CLTB/DAAM1/DVL2/FZD1/FZD3/FZD4/FZD8/PFN1/PRKCA/PRKCG/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RHOA/ROR2/RPS27A/SMURF1/UBA52/UBB/UBC/VANGL2",44
"R-HSA-5358351","Signaling by Hedgehog","62/2457","149/11146",0.416107382550336,1.88764057220433,5.80030568868525,5.58609331502962e-08,7.99826997379241e-06,5.8533705071363e-06,"ADCY6/ADCY9/ARRB2/BTRC/CSNK1A1/CUL1/DERL2/EVC/EVC2/GAS8/GNAS/GPC5/GPR161/HHAT/IFT172/IFT57/INTU/KIF3A/MKS1/OS9/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTCH1/RPGRIP1L/RPS27A/SEL1L/SMO/SMURF1/SPOP/SUFU/TUBB1/TUBB2A/TUBB4B/TUBB6/TULP3/UBA52/UBB/UBC/ULK3/WDR19/WDR35",62
"R-HSA-983705","Signaling by the B Cell Receptor (BCR)","50/2457","112/11146",0.446428571428571,2.02519041804756,5.79835466305225,7.58446925126981e-08,9.95461589229162e-06,7.28508230714074e-06,"BTRC/CALM1/CUL1/FKBP1A/GRB2/IKBKB/ITPR1/ITPR3/KRAS/NFATC2/NFKB1/NFKBIA/NFKBIB/NFKBIE/NRAS/PIK3CD/PIK3R1/PPIA/PPP3CB/PPP3R1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTPN6/REL/RPS27A/SOS1/UBA52/UBB/UBC/VAV1",50
"R-HSA-5610787","Hedgehog 'off' state","50/2457","113/11146",0.442477876106195,2.00726837894979,5.72262554425312,1.0721884628746e-07,1.06133730068523e-05,7.76718024561621e-06,"ADCY6/ADCY9/BTRC/CSNK1A1/CUL1/GNAS/GPR161/IFT172/IFT57/INTU/KIF3A/MKS1/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTCH1/RPGRIP1L/RPS27A/SMO/SUFU/TUBB1/TUBB2A/TUBB4B/TUBB6/TULP3/UBA52/UBB/UBC/WDR19/WDR35",50
"R-HSA-5607764","CLEC7A (Dectin-1) signaling","46/2457","101/11146",0.455445544554455,2.06609525421407,5.72310287896176,1.2023240602606e-07,1.06133730068523e-05,7.76718024561621e-06,"BTRC/CALM1/CDC34/CLEC7A/CUL1/IKBKB/ITPR1/ITPR3/NFATC2/NFKB1/NFKB2/NFKBIA/PPP3CB/PPP3R1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RELB/RPS27A/TAB1/TRAF6/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2N",46
"R-HSA-195253","Degradation of beta-catenin by the destruction complex","40/2457","83/11146",0.481927710843373,2.18622965610917,5.76805088952465,1.20460305686806e-07,1.06133730068523e-05,7.76718024561621e-06,"AMER1/BTRC/CSNK1A1/CTNNB1/CUL1/HDAC1/PPP2CA/PPP2R1A/PPP2R5A/PPP2R5C/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/TCF7/TLE3/TLE4/UBA52/UBB/UBC/ZRANB1",40
"R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","29/2457","52/11146",0.557692307692308,2.52993018377634,5.88012989456268,1.2169038778814e-07,1.06133730068523e-05,7.76718024561621e-06,"BTRC/CUL1/NFE2L2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",29
"R-HSA-202424","Downstream TCR signaling","45/2457","98/11146",0.459183673469388,2.08305300142035,5.72635978809904,1.22243258167303e-07,1.06133730068523e-05,7.76718024561621e-06,"BTRC/CD3E/CDC34/CUL1/HLA-DRB5/IKBKB/INPP5D/NFKB1/NFKBIA/PIK3CA/PIK3CB/PIK3R1/PRKCQ/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RIPK2/RPS27A/TRAF6/TRAT1/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2N",45
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","33/2457","63/11146",0.523809523809524,2.37622342384247,5.82489725906641,1.25920393861244e-07,1.06133730068523e-05,7.76718024561621e-06,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",33
"R-HSA-376176","Signaling by ROBO receptors","82/2457","219/11146",0.374429223744292,1.6985706666072,5.55187458925314,1.28034341035043e-07,1.06133730068523e-05,7.76718024561621e-06,"CDC42/CLASP2/COL4A5/CUL2/EIF4A3/ELOC/ENAH/ETF1/FAU/NCBP2/NTN1/PFN1/PPP3CB/PRKACB/PRKCA/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RHOA/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/SOS1/SOS2/SRGAP3/UBA52/UBB/UBC/USP33/VASP",82
"R-HSA-9010553","Regulation of expression of SLITs and ROBOs","68/2457","172/11146",0.395348837209302,1.79347095626165,5.57661286473718,1.41192475217783e-07,1.11189074234004e-05,8.13714528228802e-06,"COL4A5/CUL2/EIF4A3/ELOC/ETF1/FAU/NCBP2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52/UBB/UBC/USP33",68
"R-HSA-913531","Interferon Signaling","96/2457","269/11146",0.356877323420074,1.6189477602117,5.46428430497377,1.63953910660604e-07,1.1976515829251e-05,8.76476847654459e-06,"ADAR/B2M/CD44/EIF2AK2/EIF4A2/EIF4A3/EIF4G2/EIF4G3/FAAP24/FANCF/FANCM/FLNA/GBP1/GBP2/GBP5/HERC5/HLA-A/HLA-B/HLA-DRB5/HLA-G/HSPA1B/HSPA1L/HSPA2/ICAM1/IFI35/IFI6/IFIT1/IFIT2/IFIT3/IFIT5/IFITM1/IFITM2/IFNAR1/IFNAR2/IFNGR2/IKBKB/ILF2/IP6K2/IRF1/IRF2/IRF5/IRF7/IRF9/ISG15/ISG20/JAK2/KPNA2/KPNA3/MAP2K6/MAVS/MT2A/MX1/MX2/NEDD4/NUP35/NUP43/NUP93/OAS3/OASL/PDE12/PIN1/POM121/PPP2CA/PPP2R1A/PPP2R5A/PRKRA/PTPN1/PTPN6/RAE1/RNASEL/RPS27A/SAMHD1/SEC13/SOCS3/SPHK1/STAT1/STAT3/SUMO1/TARBP2/TRIM25/TRIM26/TRIM35/TRIM8/TUBB1/TUBB2A/TUBB4B/TUBB6/UBA52/UBB/UBC/UBE2E1/UBE2I/UBE2L6/UBE2N/USP18/YBX1",96
"R-HSA-1234174","Cellular response to hypoxia","37/2457","75/11146",0.493333333333333,2.23797042463709,5.72012068494451,1.67291014757792e-07,1.1976515829251e-05,8.76476847654459e-06,"ARNT/CUL2/EGLN3/ELOC/HIF1A/LIMD1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/VEGFA/VHL",37
"R-HSA-5678895","Defective CFTR causes cystic fibrosis","32/2457","61/11146",0.524590163934426,2.37976474042048,5.74592333700733,1.86473009243806e-07,1.27693473721302e-05,9.34498604677199e-06,"DERL1/DERL2/ERLIN1/OS9/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF185/RPS27A/SEL1L/UBA52/UBB/UBC",32
"R-HSA-4608870","Asymmetric localization of PCP proteins","33/2457","64/11146",0.515625,2.33909493284493,5.71281284796524,2.05270724737997e-07,1.34447425059423e-05,9.83926017978734e-06,"DVL2/FZD1/FZD3/FZD4/FZD8/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SMURF1/UBA52/UBB/UBC/VANGL2",33
"R-HSA-1169091","Activation of NF-kappaB in B cells","34/2457","67/11146",0.507462686567164,2.30206719758959,5.6843162776869,2.2194495565365e-07,1.34447425059423e-05,9.83926017978734e-06,"BTRC/CUL1/IKBKB/NFKB1/NFKBIA/NFKBIB/NFKBIE/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/REL/RPS27A/UBA52/UBB/UBC",34
"R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","34/2457","67/11146",0.507462686567164,2.30206719758959,5.6843162776869,2.2194495565365e-07,1.34447425059423e-05,9.83926017978734e-06,"ANAPC1/ANAPC15/ANAPC4/CDC27/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",34
"R-HSA-2871837","FCERI mediated NF-kB activation","39/2457","82/11146",0.475609756097561,2.15756871854433,5.59442351662548,2.68296507412239e-07,1.52029698661452e-05,1.11259829596852e-05,"BTRC/CDC34/CUL1/IKBKB/NFKB1/NFKBIA/PRKCQ/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RASGRP4/RPS27A/TAB1/TRAF6/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2N",39
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","41/2457","88/11146",0.465909090909091,2.11356236356236,5.57667459194656,2.70275019842581e-07,1.52029698661452e-05,1.11259829596852e-05,"ANP32A/DCP1A/DCP2/DIS3/EXOSC2/EXOSC6/EXOSC9/HSPA1B/KHSRP/MAPKAPK2/PRKCA/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SET/UBA52/UBB/UBC/YWHAZ/ZFP36/ZFP36L1",41
"R-HSA-9679506","SARS-CoV Infections","135/2457","414/11146",0.326086956521739,1.47926952274778,5.28442048250101,2.82242042353963e-07,1.53286626450859e-05,1.12179686525441e-05,"AKT3/ANO6/AP2A1/ARID4B/ATP1A1/ATP1B3/B2M/BRMS1/CHD4/CHMP2A/CHMP2B/CHMP4B/CHMP4C/CHMP6/CSNK1A1/DDOST/EEF1A1/FAU/FKBP1A/FURIN/FXYD2/G3BP2/GANAB/GATAD2A/GEMIN5/GEMIN6/GPC5/GRB2/GSK3A/HDAC1/HLA-A/HLA-B/HLA-G/HMG20B/HSP90AA1/HSP90AB1/IFIH1/IFNAR1/IFNAR2/IFNGR2/IKBKB/IL17RC/IL6R/IRAK1/IRAK2/IRF7/ISG15/ITGA4/JAK2/JAK3/KPNA2/MAGT1/MAP1LC3B/MAVS/MGAT4B/MTA1/MTA2/NFE2L2/NFKB1/NFKBIA/NLRP3/NMI/NOD1/NUP35/NUP43/NUP93/PARP14/PARP4/PARP8/PARP9/PHF21A/PIK3C3/POM121/PPIA/PPIB/PRKCSH/PRMT1/PTGES3/PTPN6/RAE1/RIPK2/ROCK2/RPN1/RPN2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/RUNX1/S1PR1/SAP18/SAP30L/SDC4/SEC13/SEC24A/SMAD3/SMAD4/SNRPB/SNRPD2/SNRPF/SOS1/SRPK2/ST3GAL3/ST6GAL1/STAT1/SUMO1/TAB1/TRAF6/TRIM25/TRIM4/TUFM/UBA52/UBB/UBC/UBE2I/UBE2N/VAV1/VEGFA/VHL/VPS41/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/ZCRB1/ZDHHC20/ZDHHC3",135
"R-HSA-5658442","Regulation of RAS by GAPs","34/2457","68/11146",0.5,2.26821326821327,5.57793930782275,3.50474058043435e-07,1.83998880472803e-05,1.34655822300899e-05,"DAB2IP/KRAS/NF1/NRAS/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RASA1/RASAL1/RPS27A/SPRED3/SYNGAP1/UBA52/UBB/UBC",34
"R-HSA-5610783","Degradation of GLI2 by the proteasome","31/2457","60/11146",0.516666666666667,2.34382037715371,5.5499251550471,4.51407721192109e-07,2.22177237774241e-05,1.62595873258342e-05,"BTRC/CSNK1A1/CUL1/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SUFU/UBA52/UBB/UBC",31
"R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome","31/2457","60/11146",0.516666666666667,2.34382037715371,5.5499251550471,4.51407721192109e-07,2.22177237774241e-05,1.62595873258342e-05,"BTRC/CSNK1A1/CUL1/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/SUFU/UBA52/UBB/UBC",31
"R-HSA-8948751","Regulation of PTEN stability and activity","34/2457","69/11146",0.492753623188406,2.23534061215221,5.47340900982044,5.45569918359845e-07,2.60385642853562e-05,1.90557914068271e-05,"AKT3/CSNK2B/NEDD4/PREX2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF146/RPS27A/TNKS/TRIM27/UBA52/UBB/UBC/USP13",34
