"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","107/1767","388/9382",0.275773195876289,1.46423549728995,4.49868573152741,1.12246659433388e-05,0.00018654325782025,0.000103525741031295,"ADRM1/AKT3/APAF1/APC2/APH1A/ATF4/ATG13/ATG2B/ATP2A2/BACE2/CACNA1D/CACNA1F/CALM1/CHRM3/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CSF1/CSNK1A1/CSNK2B/CTNNB1/CYC1/CYCS/DDIT3/DVL2/EIF2AK2/FAS/FZD1/FZD3/FZD4/FZD8/GAPDH/IKBKB/INSR/ITPR1/ITPR3/KIF5A/KIF5B/KRAS/LRP1/LRP5/MAP2K2/MAP3K5/MME/NDUFA4/NDUFA6/NDUFB11/NDUFB9/NDUFS6/NDUFV1/NDUFV2/NDUFV3/NFKB1/NRAS/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PPIF/PPP3CB/PPP3R1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PTGS2/RTN4/RYR3/SDHB/SLC25A5/SLC39A4/SLC39A7/SLC39A9/TNF/TUBB1/TUBB2A/TUBB4B/TUBB6/ULK2/UQCRB/UQCRC1/UQCRFS1/VDAC1",107
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","94/1767","333/9382",0.282282282282282,1.49879590966178,4.46429201865884,1.40273315969198e-05,0.000222524487605682,0.000123494211188193,"AKT3/APC2/ATM/ATP6AP1/ATP6V0A2/ATP6V0D1/ATP6V1C1/ATP6V1G1/ATP6V1H/ATR/BAX/CDC42/CDKN1B/CHD4/COL4A5/COL6A1/COL6A2/COL6A3/COL9A2/CREB1/CREB3L4/CREB5/CSNK1A1/CTNNB1/DLG1/DLG2/DVL2/EIF2AK2/FAS/FZD1/FZD3/FZD4/FZD8/GNAS/GRB2/HDAC1/HES4/HEYL/HLA-A/HLA-B/HLA-G/IFNAR1/IFNAR2/IKBKB/IRF1/IRF9/ISG15/ITGA2/ITGA4/ITGA6/ITGB4/KRAS/LAMB2/LFNG/MAML3/MAP2K2/MX1/MX2/NFKB1/NOTCH2/NRAS/OASL/PARD3/PATJ/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP2CA/PPP2R1A/PPP2R3A/PPP2R5A/PPP2R5C/PRKACB/PRKCZ/PSMC1/PTGER4/PTGS2/RBL1/RBL2/RPS6KB2/SOS1/SOS2/SPP1/STAT1/TCF7/THBS1/TICAM1/TNF/TNXB/TSC1/VEGFA/VWF",94
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","59/1767","187/9382",0.315508021390374,1.67521010565053,4.49253799717667,1.77719182552611e-05,0.000245167167340198,0.000136060198433408,"ANTXR2/BIRC3/CARD8/CCL5/CXCL1/CXCL2/CXCL3/CXCL8/CYBA/DHX33/GBP1/GBP2/GBP5/GPSM3/HSP90AA1/HSP90AB1/IFNAR1/IFNAR2/IKBKB/IRAK4/IRF7/IRF9/IRGM/ITPR1/ITPR3/MAP1LC3B/MAVS/MYD88/NAIP/NAMPT/NEK7/NFKB1/NFKBIA/NFKBIB/NLRP3/NOD1/OAS3/P2RX7/PKN1/PLCB2/PLCB3/RHOA/RIPK2/RNASEL/RNF31/STAT1/SUGT1/TAB1/TANK/TICAM1/TNF/TNFAIP3/TRAF5/TRAF6/TRPM7/TXN/TXN2/VDAC1/YWHAE",59
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","53/1767","163/9382",0.325153374233129,1.72642272612066,4.50660201174222,1.84468375007596e-05,0.000245167167340198,0.000136060198433408,"AKT3/APAF1/ATF4/ATP6AP1/BAX/CREB1/CREB3L4/CREB5/CXCL8/CYCS/EGR2/FAS/GRB2/IFIH1/IFNAR1/IKBKB/IRAK1/IRAK4/IRF7/JAK2/JAK3/KRAS/MAP2K2/MAP2K3/MAP2K6/MAVS/MYC/MYD88/NFATC2/NFATC4/NFKB1/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/SMAD3/SMAD4/SOS1/SOS2/STAT1/STAT3/TAB1/TGFB1/TICAM1/TNF/TRAF6/YWHAQ/YWHAZ",53
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","34/1767","90/9382",0.377777777777778,2.0058353769729,4.61850533360619,1.88143397204109e-05,0.000245167167340198,0.000136060198433408,"AKT3/CD3E/CSNK2B/EML4/HIF1A/IFNGR2/IKBKB/JAK2/KRAS/MAP2K2/MAP2K3/MAP2K6/MYD88/NFATC2/NFKB1/NFKBIA/NFKBIB/NFKBIE/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP3CB/PPP3R1/PRKCQ/PTPN6/RPS6KB2/STAT1/STAT3/TICAM1/TRAF6/ZAP70",34
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","42/1767","120/9382",0.35,1.85834748160724,4.55836671653093,1.88410296069679e-05,0.000245167167340198,0.000136060198433408,"AKT3/ARHGDIA/ATF4/BAX/BEX3/CALM1/CDC42/CRKL/FRS2/GAB1/GRB2/IKBKB/IRAK1/IRAK2/IRAK3/IRAK4/KIDINS220/KRAS/MAP2K2/MAP3K5/MAPKAPK2/MATK/NFKB1/NFKBIA/NFKBIB/NFKBIE/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/RAC1/RAP1A/RAPGEF1/RHOA/RIPK2/SH2B3/SOS1/SOS2/TRAF6/YWHAE",42
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","80/1767","275/9382",0.290909090909091,1.54460050419303,4.41534462456626,1.89670874446572e-05,0.000245167167340198,0.000136060198433408,"ADRM1/APAF1/ATF4/BAX/C5/CACNA1D/CACNA1F/CCL5/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CREB1/CREB3L4/CREB5/CSNK2B/CYBA/CYC1/CYCS/DDIT3/HSPA1B/HSPA1L/HSPA5/ITPR1/ITPR3/KIF5A/KIF5B/NDUFA4/NDUFA6/NDUFB11/NDUFB9/NDUFS6/NDUFV1/NDUFV2/NDUFV3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPIF/PPP3CB/PPP3R1/PRKACB/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/RAC1/RYR3/SDHB/SLC25A5/TNF/TUBB1/TUBB2A/TUBB4B/TUBB6/UQCRB/UQCRC1/UQCRFS1/VDAC1",80
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","51/1767","156/9382",0.326923076923077,1.73581907622655,4.46410607584907,2.23397606832712e-05,0.000271318498488243,0.000150573378741778,"AKT3/APAF1/BAX/CLDN10/CLDN15/CTNNB1/CYCS/EIF2AK2/FAS/GRB2/IFIT1/IFNAR1/IFNAR2/IKBKB/IRF7/IRF9/KRAS/LDLR/MAP2K2/MAVS/MX1/MX2/MYC/NFKB1/NFKBIA/NRAS/OAS3/OCLN/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPARA/PPP2CA/PPP2R1A/PSME3/RNASEL/SOCS3/SOS1/SOS2/STAT1/STAT3/TICAM1/TNF/TRAF6/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",51
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","33/1767","87/9382",0.379310344827586,2.01397264016549,4.57687503521523,2.25450901322609e-05,0.000271318498488243,0.000150573378741778,"AKT3/APC2/BAX/CTNNB1/CYCS/GADD45A/GADD45B/GADD45G/GRB2/KRAS/MAP2K2/MSH2/MSH3/MYC/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PMAIP1/POLK/RAC1/RALA/RHOA/RPS6KB2/SMAD2/SMAD3/SMAD4/SOS1/SOS2/TCF7/TGFB1",33
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","65/1767","214/9382",0.303738317757009,1.61271810820388,4.36755305078327,2.64041214996442e-05,0.000292872780215172,0.00016253533874104,"AKT3/ATM/ATR/B2M/BAX/BTRC/CALM1/CALR/CD3E/CFL1/CFL2/CRKL/CUL1/CUL4B/CYCS/ELOC/FAS/GNA11/GNAI1/GNAI2/GNAI3/GNB1/GNB4/GNG11/GNG5/GNG7/HLA-A/HLA-B/HLA-G/IKBKB/IRAK1/IRAK4/ITPR1/ITPR3/KRAS/MAP2K2/MAP2K3/MAP2K6/MYD88/NFATC2/NFATC4/NFKB1/NFKBIA/NRAS/PDIA3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP3CB/PPP3R1/PRKCA/PRKCG/RAC1/RNF7/RPS6KB2/SAMHD1/TAB1/TAP1/TAP2/TAPBP/TNF/TRAF5/TRAF6",65
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","39/1767","110/9382",0.354545454545455,1.88248186448526,4.48459583400194,2.64522928142503e-05,0.000292872780215172,0.00016253533874104,"AKT3/ALDOA/ARNT/CDKN1B/CUL2/EGLN3/ELOC/ENO1/ENO2/ERBB2/GAPDH/HIF1A/IFNGR2/IGF1R/IL6R/INSR/LDHB/MAP2K2/MKNK2/NFKB1/PDK1/PFKFB3/PFKL/PGK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PRKCA/PRKCG/RPS6KB2/SERPINE1/SLC2A1/STAT3/TEK/TIMP1/VEGFA/VHL",39
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","54/1767","169/9382",0.319526627218935,1.69654715142504,4.40150526930177,2.68536646615631e-05,0.000292872780215172,0.00016253533874104,"AKT3/ATG13/ATG16L2/ATG2B/ATG4C/ATG4D/ATG9B/CALCOCO2/DAPK1/DAPK2/GORASP2/HIF1A/IGF1R/ITPR1/KRAS/LAMP1/MAP1LC3B/MAP2K2/MTMR14/NBR1/NRAS/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP2CA/PRKACB/PRKCQ/RAB1A/RAB39B/RAB7A/RPS27A/RPS6KB2/RRAGB/RRAS2/SMCR8/SQSTM1/STK11/STX17/STX7/TANK/TAX1BP1/TRAF6/TSC1/UBA52/UBB/UBC/ULK2/VMP1/VPS41/WDFY3/YKT6",54
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","54/1767","170/9382",0.317647058823529,1.68656746229901,4.35149613883641,3.22788729692626e-05,0.000341373535341596,0.000189451758416087,"ACTB/ACTG1/AKT3/APC2/ARID1B/BAX/CSNK1A1/CTNNB1/DPF1/DVL2/FZD1/FZD3/FZD4/FZD8/GAB1/GADD45A/GADD45B/GADD45G/GRB2/GSTA4/GSTO2/GSTP1/IGF1R/KRAS/LRP5/MAP2K2/MGST1/MYC/NFE2L2/NQO1/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/PRKCA/PRKCG/RPS6KB2/SMAD2/SMAD3/SMAD4/SMARCA2/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMARCD3/SOS1/SOS2/TCF7/TGFB1/TXNRD2",54
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","41/1767","119/9382",0.34453781512605,1.82934566016559,4.38572214751412,3.5958845281629e-05,0.000369106970684957,0.000204842957641478,"AKT3/ATF4/BAG4/BCL3/BIRC3/CCL5/CEBPB/CREB1/CREB3L4/CREB5/CSF1/CXCL1/CXCL2/CXCL3/CYLD/DAB2IP/FAS/ICAM1/IKBKB/IRF1/JUNB/LIF/MAP2K3/MAP2K6/MAP3K5/MAP3K8/NFKB1/NFKBIA/PGAM5/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PTGS2/SOCS3/TAB1/TNF/TNFAIP3/TRAF1/TRAF5",41
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","64/1767","212/9382",0.30188679245283,1.60288731567202,4.27688229625832,3.74146286852892e-05,0.000373077297461884,0.000207046366258443,"ACTB/ACTG1/ADCY6/ADCY9/AFDN/AKT3/APBB1IP/CALM1/CDC42/CDH1/CRKL/CSF1/CTNNB1/DOCK4/ENAH/F2RL3/FGFR1/GNAI1/GNAI2/GNAI3/GNAS/IGF1R/INSR/ITGAM/ITGB2/KRAS/KRIT1/LPAR2/LPAR5/MAGI3/MAP2K2/MAP2K3/MAP2K6/NRAS/PARD3/PDGFA/PDGFD/PFN1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKCA/PRKCG/PRKCZ/PRKD3/RAC1/RALA/RAP1A/RAPGEF1/RASSF5/RGS14/RHOA/SIPA1L1/SIPA1L2/TEK/THBS1/TLN2/VASP/VAV1/VEGFA",64
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","27/1767","68/9382",0.397058823529412,2.10820932787376,4.41790151032402,4.84361056281202e-05,0.000469561135117054,0.00026059191332088,"AKT3/BCL2A1/FLT3/GRB2/IKBKB/ITGAM/JUP/KRAS/MAP2K2/MYC/NFKB1/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIM1/PIM2/RARA/RPS6KB2/RUNX1/SOS1/SOS2/SPI1/STAT3/TCF7",27
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","38/1767","109/9382",0.348623853211009,1.85104074183684,4.30488306955316,5.11360789125242e-05,0.000482337609201917,0.000267682461448206,"AHR/CD3E/HIF1A/HLA-DRB5/HSP90AA1/HSP90AB1/IFNGR2/IKBKB/IL12RB1/IL1RAP/IL21R/IL23A/IL27RA/IL2RA/IL2RG/IL4R/IL6R/JAK2/JAK3/NFATC2/NFKB1/NFKBIA/NFKBIB/NFKBIE/PPP3CB/PPP3R1/PRKCQ/RARA/RORA/RUNX1/RXRB/SMAD2/SMAD3/SMAD4/STAT1/STAT3/TGFB1/ZAP70",38
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","35/1767","98/9382",0.357142857142857,1.89627294041556,4.29629056374776,5.67087859537167e-05,0.000518689162328512,0.000287856449610756,"CALM1/CDS2/DGKE/DGKZ/IMPA2/INPP4A/INPP5B/INPP5D/INPP5F/IP6K1/IP6K2/ITPKC/ITPR1/ITPR3/MTMR14/MTMR2/MTMR6/OCRL/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIKFYVE/PIP4K2B/PIP5K1B/PLCB2/PLCB3/PLCD1/PLCD3/PPIP5K1/PPIP5K2/PRKCA/PRKCG",35
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","50/1767","157/9382",0.318471337579618,1.69094402330049,4.20549762647374,5.79623992286876e-05,0.000518689162328512,0.000287856449610756,"ADIPOR1/AKT3/ATF4/BAX/CDC42/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CXCL8/CYC1/CYCS/DDIT3/FAS/GSK3A/IKBKB/IL6R/INSR/MAP3K5/MLXIP/NDUFA4/NDUFA6/NDUFB11/NDUFB9/NDUFS6/NDUFV1/NDUFV2/NDUFV3/NFKB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPARA/PRKAB1/PRKAG2/RAC1/SDHB/SOCS3/SREBF1/TGFB1/TNF/UQCRB/UQCRC1/UQCRFS1",50
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","37/1767","106/9382",0.349056603773585,1.85333845874577,4.25600148336604,6.1989795717403e-05,0.000540860967634341,0.00030016111610532,"AKT3/AR/ATF4/CDKN1B/CREB1/CREB3L4/CREB5/CTNNB1/ERBB2/ERG/ETV5/FGFR1/GRB2/GSTP1/HSP90AA1/HSP90AB1/HSP90B1/IGF1R/IKBKB/KRAS/MAP2K2/NFKB1/NFKBIA/NRAS/PDGFA/PDGFD/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLAU/SLC46A1/SOS1/SOS2/SPINT1/TCF7",37
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","41/1767","122/9382",0.336065573770492,1.78436175048939,4.20047803426069,6.88636152479822e-05,0.000586180529793799,0.000325312072031546,"ADCY6/ADCY9/AKT3/ATF4/CACNA1D/CACNA1F/CREB1/CREB3L4/CREB5/CRKL/GNA11/GNAI1/GNAI2/GNAI3/GNAS/GRB2/ITPR1/ITPR3/JAK2/JUNB/KRAS/MAP2K2/MAP2K3/MAP2K6/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PRKACB/PRKCA/PRKCG/SOCS3/SOS1/SOS2/SSTR2/STAT1/STAT3",41
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","46/1767","142/9382",0.323943661971831,1.71999968116566,4.1643610864661,7.1323750172211e-05,0.000592666400240516,0.000328911529616211,"ANAPC1/ANAPC15/ANAPC4/BIRC3/BRCA1/BTRC/CBLB/CDC27/CDC34/CUL1/CUL2/CUL4B/DET1/ELOC/FBXW8/HERC2/HERC3/HERC4/MGRN1/NEDD4/NHLRC1/PIAS4/RNF7/RPS27A/SMURF1/SOCS3/TRAF6/UBA2/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2E1/UBE2E3/UBE2I/UBE2J1/UBE2L6/UBE2N/UBE2NL/UBE2O/UBE2S/UBE3B/UBE3C/VHL",46
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","67/1767","232/9382",0.288793103448276,1.53336553285327,3.96247268621798,0.000112609714764165,0.000908753970757136,0.000504330359280087,"ACTB/ACTG1/ACTR3C/AKT3/APC2/ARHGEF12/ARPC2/ARPC3/ARPC4/ARPC5L/C5/CDC42/CFL1/CFL2/CHRM3/CHRM4/CRKL/DOCK1/ENAH/EZR/FGD3/FGFR1/GNA13/IQGAP1/IQGAP2/ITGA2/ITGA4/ITGA6/ITGAE/ITGAM/ITGAX/ITGB2/ITGB4/KRAS/LPAR2/LPAR5/MAP2K2/MSN/MYH9/MYL12A/MYLK4/NCKAP1L/NRAS/PDGFA/PDGFD/PFN1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIKFYVE/PIP4K2B/PIP5K1B/PPP1CA/PPP1CC/PPP1R12B/RAC1/RGCC/RHOA/ROCK2/RRAS2/SOS1/SOS2/SPATA13/TMSB4X/VAV1",67
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","35/1767","101/9382",0.346534653465347,1.83994800159133,4.08811957922949,0.000114570701184281,0.000908753970757136,0.000504330359280087,"AKT3/BAX/CDC42/CDKN1B/COL4A5/CXCL8/F3/ICAM1/JAK2/KRAS/MMP2/NFKB1/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIM1/PLCB2/PLCB3/PLCD1/PLCD3/PRKCA/PRKCZ/RAC1/SERPINE1/SMAD2/SMAD3/SMAD4/STAT1/STAT3/TGFB1/TNF/VEGFA",35
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","36/1767","105/9382",0.342857142857143,1.82042202279893,4.07226535806286,0.000118065082337991,0.000915660305243526,0.000508163161407959,"ATM/BCL2A1/BIRC3/CSNK2B/CXCL1/CXCL2/CXCL3/CXCL8/CYLD/GADD45A/GADD45B/GADD45G/ICAM1/IKBKB/IRAK1/IRAK4/LTB/MYD88/NFKB1/NFKB2/NFKBIA/PIAS4/PLAU/PRKCQ/PTGS2/RELB/TAB1/TICAM1/TNF/TNFAIP3/TRAF1/TRAF5/TRAF6/TRIM25/UBE2I/ZAP70",36
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","65/1767","224/9382",0.290178571428571,1.54072176408764,3.94553071655463,0.000121583411146713,0.000922448054134843,0.000511930152196685,"ADCY6/ADCY9/AKT3/ANAPC1/ANAPC15/ANAPC4/ATF4/ATM/ATR/B2M/BAX/CALR/CD3E/CDC27/CREB1/CREB3L4/CREB5/DLG1/EGR2/ETS1/ETS2/FOSL1/HLA-A/HLA-B/HLA-DRB5/HLA-G/ICAM1/IKBKB/IL15RA/IL2RA/IL2RG/ITGB2/JAK3/KRAS/MAP2K2/MYC/NFATC2/NFATC4/NFKB1/NFKB2/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PPP3CB/PPP3R1/PRKACB/PTTG1/RANBP1/RELB/SLC25A5/SLC2A1/SMAD2/SMAD3/SMAD4/SPI1/SRF/TGFB1/TLN2/TNF/VDAC1/ZFP36",65
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","84/1767","308/9382",0.272727272727273,1.44806297268097,3.85143804025016,0.000147383008111528,0.00109439723044518,0.000607356629171808,"ACTR1A/ACTR1B/ADRM1/AP2A1/APAF1/ATG13/ATG2B/BAX/CLTA/CLTB/CLTCL1/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CREB1/CREB3L4/CREB5/CYC1/CYCS/DCTN4/DNAH2/GPX1/GPX7/HAP1/HDAC1/IFT57/ITPR1/KIF5A/KIF5B/MAP3K10/MAP3K5/NDUFA4/NDUFA6/NDUFB11/NDUFB9/NDUFS6/NDUFV1/NDUFV2/NDUFV3/PIK3C3/PLCB2/PLCB3/POLR2C/POLR2E/POLR2L/PPIF/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/SDHB/SLC1A3/SLC25A5/STX1A/TAF4/TUBB1/TUBB2A/TUBB4B/TUBB6/ULK2/UQCRB/UQCRC1/UQCRFS1/VDAC1",84
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","44/1767","138/9382",0.318840579710145,1.69290453811012,3.94994337162954,0.000153067993371342,0.00109968728743493,0.000610292447256905,"ACTB/ACTG1/ACTR3C/AKT3/ARHGEF12/ARPC2/ARPC3/ARPC4/ARPC5L/CDC42/CRKL/CXCL8/DOCK1/ELMO2/IKBKB/IRAK1/IRAK4/ITGA4/MAP2K2/MAP2K3/MAP2K6/MYD88/NFATC2/NFKB1/NFKBIA/NLRP3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PKN1/RAC1/RHOA/RHOG/ROCK2/TAB1/TICAM1/TNF/TRAF6/VAV1/WIPF1/ZAP70",44
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","40/1767","122/9382",0.327868852459016,1.74084073218477,3.96741072660175,0.00015439735554244,0.00109968728743493,0.000610292447256905,"ACTB/ACTG1/AKT3/ATP1A1/ATP1B3/ATP2A2/CTNNB1/FXYD2/HDAC1/HDAC3/HIF1A/KRAS/MAP2K2/MED12/MED12L/MED13L/MYC/NCOA1/NCOA2/NOTCH2/NRAS/PFKL/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PLCD1/PLCD3/PRKACB/PRKCA/PRKCG/RXRB/SLC16A2/SLC2A1/STAT1/TBC1D4/THRB",40
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","35/1767","103/9382",0.339805825242718,1.80422085592936,3.95322238063377,0.0001784325618832,0.00124545928194474,0.000691191397610712,"AKT3/CALR/CCL3/CCL5/CD3E/CXCL8/FAS/GNA11/GNA15/GNAI1/GNAI2/GNAI3/GNAS/IFNGR2/IKBKB/IRAK1/IRAK4/MYD88/NFKB1/NFKBIA/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLCB2/PLCB3/PPP2CA/PPP2R1A/SERPINE1/SMAD2/TGFB1/TICAM1/TNF/TRAF6",35
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","27/1767","73/9382",0.36986301369863,1.96381142870433,3.98207903571349,0.0002002678072247,0.00137046009257687,0.000760562983061813,"AKT3/BAX/EML4/ERBB2/GADD45A/GADD45B/GADD45G/GRB2/JAK3/KIF5A/KIF5B/KRAS/MAP2K2/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/PRKCA/PRKCG/RASSF5/RXRB/SOS1/SOS2/STAT3",27
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","28/1767","77/9382",0.363636363636364,1.93075063024129,3.95028474576406,0.000214704971329307,0.00144100067296015,0.000799710824384462,"AKT3/BAX/CDKN1B/CRKL/GADD45A/GADD45B/GADD45G/GRB2/HDAC1/IKBKB/KRAS/MAP2K2/MYC/NFKB1/NFKBIA/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/RUNX1/SMAD3/SMAD4/SOS1/SOS2/TGFB1",28
"Human Diseases","Infectious disease: viral","hsa05162","Measles","43/1767","136/9382",0.316176470588235,1.67875927960318,3.84075123250821,0.000222922849250109,0.00146792593185449,0.000814653510665739,"ADAR/AKT3/APAF1/BAX/CBLB/CD3E/CDKN1B/CSNK2B/CYCS/EIF2AK2/FAS/HSPA1B/HSPA1L/IFIH1/IFNAR1/IFNAR2/IKBKB/IL2RA/IL2RG/IRAK1/IRAK4/IRF7/IRF9/JAK3/MAVS/MSN/MX1/MX2/MYD88/NFKB1/NFKBIA/NFKBIB/OAS3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/RAB9B/STAT1/STAT3/TNFAIP3/TRAF6",43
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","23/1767","59/9382",0.389830508474576,2.06983012479257,3.97073473894126,0.000238658594144473,0.00154244165474854,0.000856007433188754,"AKT3/APC2/BAX/CDH1/CTNNB1/ERBB2/GADD45A/GADD45B/GADD45G/GRB2/KRAS/MAP2K2/MYC/NRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/POLK/SOS1/SOS2/TCF7",23
NA,NA,"hsa04517","IgSF CAM signaling","81/1767","299/9382",0.270903010033445,1.43837693272993,3.71087665858963,0.000243518068327167,0.00154523283356693,0.000857556451142558,"ACTB/ACTG1/ACTR3C/AFDN/AKT3/ANK2/ARPC2/ARPC3/ARPC4/ARPC5L/CASKIN2/CD226/CD48/CD96/CDC42/CDH1/CDH2/CNTNAP1/CRTAM/CTNNB1/DOK1/DOK2/EPB41L3/EZR/F11R/FGFR1/GRB2/GRIP1/ICAM1/IL1RAP/INPP5D/IQGAP1/ITGA4/ITGAM/ITGAX/ITGB2/LMO7/MAP2K2/MBP/MPDZ/MSN/MYH9/MYL12A/MYL6/MYLK4/NECTIN2/NLGN1/NLGN3/NTN1/PARD3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PLXNA3/PLXNA4/PPFIA1/PPFIA3/PRKCA/PRKCG/PRKCQ/PTPN6/PTPRD/PTPRS/RAC1/RAP1A/RASA1/RHOA/ROBO4/SCN8A/SH2D1A/SLAMF6/SLITRK5/SRGAP3/TRAF6/TUBB1/TUBB2A/TUBB4B/TUBB6/VAV1",81
